TransactionID,Timestamp,SenderName,SenderAccount,ReceiverName,ReceiverAccount,Amount,PaymentMethod,TransactionType,IsFraud
TXN100606,2025-02-23 14:06:45,Hina Bilal,Faysal Bank-62325790,Shahid Imran,UBL-90308246,40841.07,UBL Omni,Deposit,0
TXN100607,2025-02-23 13:34:20,Noman Usman,Sindh Bank-99282269,Imran Ahmed,MCB-31919346,58303.22,Bank Transfer,Deposit,0
TXN100608,2025-04-03 09:29:33,Mehdi Amna,Sindh Bank-81394681,Amna Hassan,Askari Bank-11559611,97530.66,UBL Omni,Money Transfer,0
TXN100609,2025-04-28 07:56:32,Khan Zain,Sindh Bank-25483416,Noman Zara,Sindh Bank-84604699,3089.4,Easypaisa,Money Transfer,0
TXN100610,2025-07-17 20:40:58,Zara Zain,Bank Alfalah-75412987,Mehdi Noman,Faysal Bank-84223802,48074.57,UBL Omni,Cash Withdrawal,0
TXN100611,2025-07-21 17:24:08,Ayesha Mehdi,Faysal Bank-64366228,Bilal Hassan,Askari Bank-26860877,52390.81,HBL Konnect,Deposit,0
TXN100612,2025-02-22 01:25:02,Saad Fatima,Askari Bank-89744305,Yasir Usman,Askari Bank-62894711,19416.39,Easypaisa,Deposit,0
TXN100613,2025-07-11 21:27:42,Hassan Khan,Bank Alfalah-24546181,Usman Usman,MCB-74624662,19167.9,Easypaisa,Money Transfer,0
TXN100614,2025-01-27 12:00:11,Bilal Imran,HBL-27630477,Zain Tariq,Bank Alfalah-78078626,54418.32,Bank Transfer,Money Transfer,0
TXN100615,2025-06-14 22:56:05,Tariq Hina,Bank Alfalah-45102661,Usman Hassan,HBL-34258020,93654.75,Bank Transfer,Deposit,0
TXN100616,2025-05-18 02:07:22,Saad Amna,HBL-82937583,Khan Ali,Meezan Bank-60409803,47581.06,Easypaisa,Loan Repayment,0
TXN100617,2025-01-29 23:09:18,Noman Nida,UBL-38614145,Hina Yasir,Bank Alfalah-67687619,69832.29,Easypaisa,Cash Withdrawal,0
TXN100618,2025-07-03 17:55:46,Zain Noman,Faysal Bank-41402290,Bilal Yasir,Meezan Bank-66784159,52867.86,Easypaisa,Money Transfer,0
TXN100619,2025-06-13 13:54:38,Usman Ali,Bank Alfalah-20975959,Ali Tariq,Askari Bank-37643273,57051.78,Easypaisa,Loan Repayment,0
TXN100620,2025-07-22 03:19:28,Noman Ayesha,UBL-76054831,Bilal Ahmed,Sindh Bank-34992182,70474.87,HBL Konnect,Loan Repayment,0
TXN100621,2025-06-26 19:36:25,Zain Ali,HBL-87494036,Nida Nida,MCB-72563101,86355.91,HBL Konnect,Bill Payment,0
TXN100622,2025-07-11 16:05:22,Hina Khan,Faysal Bank-68290496,Noman Usman,Sindh Bank-89081814,71570.42,UBL Omni,Loan Repayment,0
TXN100623,2025-05-26 07:36:24,Shahid Saad,Sindh Bank-96364324,Usman Ali,Bank Alfalah-79500742,43809.99,HBL Konnect,Cash Withdrawal,0
TXN100624,2025-04-18 19:01:42,Khan Tariq,Bank Alfalah-62731284,Mehdi Fatima,Faysal Bank-89492429,43534.78,Easypaisa,Money Transfer,0
TXN100625,2025-07-27 03:13:43,Zain Imran,Sindh Bank-79299802,Hina Noman,Bank Alfalah-68034059,29256.41,JazzCash,Deposit,0
TXN100626,2025-03-14 19:35:18,Fatima Shahid,UBL-47529729,Usman Ayesha,HBL-65602406,58990.79,JazzCash,Bill Payment,0
TXN100627,2025-05-01 01:48:42,Usman Hina,MCB-61925367,Shahid Hassan,Sindh Bank-13027766,90016.23,JazzCash,Money Transfer,0
TXN100628,2025-06-05 08:43:11,Ali Amna,UBL-68772068,Shahid Zain,Sindh Bank-23944121,3495.26,Bank Transfer,Deposit,0
TXN100629,2025-04-12 03:14:59,Hassan Zara,Faysal Bank-83984673,Khan Khan,HBL-50303465,72242.91,HBL Konnect,Money Transfer,0
TXN100630,2025-07-02 21:31:25,Hina Nida,Askari Bank-56924802,Usman Khan,UBL-36988094,53015.17,UBL Omni,Cash Withdrawal,0
TXN100631,2025-07-22 10:01:50,Khan Imran,Askari Bank-37940602,Ali Noman,HBL-13254971,8621.93,HBL Konnect,Loan Repayment,0
TXN100632,2025-01-29 03:22:51,Shahid Shahid,Askari Bank-70553948,Hina Noman,UBL-76805063,58634.14,HBL Konnect,Bill Payment,0
TXN100633,2025-06-22 08:23:58,Khan Saad,UBL-90507685,Imran Hina,Sindh Bank-94023360,68630.58,Easypaisa,Loan Repayment,0
TXN100634,2025-07-25 02:23:51,Ayesha Zara,Bank Alfalah-90690331,Noman Zain,Askari Bank-44967715,82545.65,Bank Transfer,Cash Withdrawal,0
TXN100635,2025-07-01 13:42:31,Noman Zara,Bank Alfalah-45830369,Zara Yasir,UBL-52257722,54311.7,UBL Omni,Deposit,0
TXN100636,2025-06-10 19:07:31,Khan Nida,Askari Bank-71195366,Hassan Imran,Faysal Bank-90459279,45290.28,Easypaisa,Loan Repayment,0
TXN100637,2025-07-13 12:39:52,Imran Yasir,Faysal Bank-80329764,Noman Fatima,Askari Bank-62018959,38234.78,Easypaisa,Bill Payment,0
TXN100638,2025-04-05 12:56:29,Hassan Noman,Askari Bank-14174813,Shahid Mehdi,Askari Bank-51401769,43790.28,Easypaisa,Deposit,0
TXN100639,2025-04-01 07:04:50,Hina Ayesha,Faysal Bank-46166884,Zara Ahmed,Askari Bank-20737786,15088.29,Easypaisa,Deposit,0
TXN100640,2025-04-09 18:52:19,Tariq Ayesha,Faysal Bank-37772175,Saad Imran,Meezan Bank-74554699,49248.21,HBL Konnect,Loan Repayment,1
TXN100641,2025-02-10 17:02:44,Fatima Ali,UBL-90617097,Khan Hina,Faysal Bank-52426473,82577.06,HBL Konnect,Loan Repayment,0
TXN100642,2025-04-18 01:27:09,Noman Zara,Askari Bank-31096335,Nida Bilal,Faysal Bank-77897394,17351.89,HBL Konnect,Loan Repayment,0
TXN100643,2025-05-31 22:26:52,Hassan Mehdi,MCB-95303434,Imran Noman,Bank Alfalah-63813374,69571.29,Easypaisa,Money Transfer,0
TXN100644,2025-04-27 03:53:53,Nida Zain,Askari Bank-64880206,Nida Khan,Faysal Bank-66608510,75167.82,HBL Konnect,Money Transfer,0
TXN100645,2025-04-24 06:08:43,Imran Ayesha,UBL-72557614,Noman Fatima,Askari Bank-34926910,49780.29,Easypaisa,Cash Withdrawal,0
TXN100646,2025-05-13 00:35:00,Imran Fatima,Askari Bank-35500445,Saad Shahid,HBL-87336706,14930.72,UBL Omni,Loan Repayment,0
TXN100647,2025-02-22 09:39:58,Usman Ayesha,MCB-95436233,Noman Saad,MCB-63723546,69151.09,Bank Transfer,Money Transfer,0
TXN100648,2025-06-27 14:25:02,Bilal Ali,Sindh Bank-90267860,Khan Saad,Faysal Bank-15460511,78509.55,HBL Konnect,Cash Withdrawal,0
TXN100649,2025-03-10 11:51:11,Ayesha Hassan,Askari Bank-24747330,Bilal Khan,Meezan Bank-91423331,28457.87,JazzCash,Money Transfer,0
TXN100650,2025-05-05 17:04:51,Fatima Shahid,MCB-65154265,Shahid Ayesha,UBL-77696453,82848.27,Easypaisa,Money Transfer,0
TXN100651,2025-03-03 14:41:11,Hina Noman,Bank Alfalah-47826147,Ahmed Ali,Sindh Bank-43288051,91666.61,JazzCash,Bill Payment,0
TXN100652,2025-06-12 23:39:19,Zain Saad,Bank Alfalah-63912827,Yasir Nida,Bank Alfalah-26557104,23619.67,JazzCash,Loan Repayment,0
TXN100653,2025-06-15 10:25:48,Hina Shahid,Bank Alfalah-13376204,Noman Fatima,Askari Bank-48755225,12514.09,JazzCash,Loan Repayment,0
TXN100654,2025-04-11 08:13:40,Ali Ayesha,Faysal Bank-79495260,Yasir Amna,HBL-78826233,7225.06,Easypaisa,Money Transfer,0
TXN100655,2025-05-24 11:10:33,Hina Ali,UBL-36927676,Bilal Hina,Meezan Bank-64147459,34753.13,UBL Omni,Money Transfer,0
TXN100656,2025-04-21 17:58:40,Zain Bilal,Faysal Bank-58229098,Hassan Bilal,Bank Alfalah-62083190,94379.91,Easypaisa,Money Transfer,0
TXN100657,2025-04-02 03:22:26,Tariq Mehdi,HBL-14073507,Ahmed Fatima,Sindh Bank-49096208,12932.79,Easypaisa,Loan Repayment,0
TXN100658,2025-05-30 20:49:56,Ahmed Amna,MCB-57315875,Noman Zain,HBL-20666569,33244.4,Bank Transfer,Deposit,0
TXN100659,2025-05-22 07:03:15,Zain Khan,MCB-62369659,Hassan Khan,Faysal Bank-58167106,84903.39,HBL Konnect,Loan Repayment,0
TXN100660,2025-06-21 01:05:42,Bilal Ahmed,Sindh Bank-13220038,Ahmed Fatima,Askari Bank-38743517,12535.5,HBL Konnect,Cash Withdrawal,0
TXN100661,2025-04-24 21:42:12,Ayesha Ali,HBL-52626675,Tariq Zain,Meezan Bank-83079278,16750.3,JazzCash,Bill Payment,0
TXN100662,2025-04-10 09:16:35,Saad Ayesha,Bank Alfalah-41974805,Hina Tariq,UBL-42738359,45432.04,JazzCash,Deposit,0
TXN100663,2025-05-19 05:07:31,Usman Bilal,Bank Alfalah-41815841,Mehdi Usman,Askari Bank-57310752,89186.56,JazzCash,Cash Withdrawal,0
TXN100664,2025-04-20 07:42:40,Imran Nida,Sindh Bank-70498238,Ali Tariq,Faysal Bank-52978809,54332.97,JazzCash,Deposit,0
TXN100665,2025-06-05 21:49:29,Ahmed Noman,UBL-72033806,Mehdi Bilal,Faysal Bank-33148991,93180.57,UBL Omni,Deposit,0
TXN100666,2025-06-11 16:25:24,Amna Zain,Bank Alfalah-47617523,Usman Amna,HBL-33797654,72110.68,Bank Transfer,Money Transfer,0
TXN100667,2025-04-18 11:29:09,Zara Ali,Faysal Bank-80684932,Ayesha Zain,MCB-11710530,93300.54,UBL Omni,Loan Repayment,0
TXN100668,2025-05-28 18:45:15,Zara Nida,MCB-37555462,Nida Ali,MCB-60334244,82507.34,Bank Transfer,Bill Payment,0
TXN100669,2025-05-07 08:33:16,Khan Zara,Bank Alfalah-59423721,Bilal Bilal,HBL-58922154,10701.88,UBL Omni,Loan Repayment,0
TXN100670,2025-02-07 07:42:20,Bilal Saad,Meezan Bank-13173575,Ayesha Amna,Meezan Bank-26968713,96586.16,UBL Omni,Bill Payment,0
TXN100671,2025-03-09 02:59:29,Zain Shahid,Askari Bank-31917757,Nida Zara,Meezan Bank-81165642,14845.43,Bank Transfer,Bill Payment,0
TXN100672,2025-03-15 06:57:57,Saad Ali,HBL-27861033,Bilal Ali,MCB-30970603,68212.6,HBL Konnect,Bill Payment,0
TXN100673,2025-01-28 13:43:23,Noman Ahmed,Faysal Bank-70539688,Imran Noman,HBL-76444896,75986.06,JazzCash,Money Transfer,0
TXN100674,2025-03-29 06:25:43,Zara Fatima,MCB-77978334,Nida Ahmed,MCB-84641939,97018.45,HBL Konnect,Loan Repayment,0
TXN100675,2025-06-08 22:16:37,Ali Amna,UBL-86608623,Mehdi Usman,Faysal Bank-45786908,73871.28,Bank Transfer,Bill Payment,0
TXN100676,2025-03-05 05:34:17,Zara Amna,MCB-60416703,Amna Mehdi,HBL-29936304,44179.95,HBL Konnect,Bill Payment,0
TXN100677,2025-05-07 00:33:40,Fatima Ali,Faysal Bank-83081937,Zara Ayesha,Askari Bank-33595942,5397.8,UBL Omni,Cash Withdrawal,0
TXN100678,2025-06-27 12:51:36,Nida Mehdi,Meezan Bank-36797180,Amna Fatima,Askari Bank-48259298,87769.89,Easypaisa,Money Transfer,0
TXN100679,2025-04-05 05:43:42,Ali Ali,Bank Alfalah-56194063,Zain Amna,Meezan Bank-88812680,58919.73,UBL Omni,Bill Payment,0
TXN100680,2025-03-21 03:24:11,Ayesha Nida,Meezan Bank-33240297,Hina Imran,Askari Bank-90481144,87067.13,HBL Konnect,Cash Withdrawal,0
TXN100681,2025-03-23 13:49:13,Yasir Bilal,UBL-39706889,Zara Fatima,Askari Bank-58633985,39836.72,UBL Omni,Bill Payment,0
TXN100682,2025-02-04 18:01:04,Fatima Bilal,Sindh Bank-36422156,Amna Zain,UBL-56268487,55989.39,HBL Konnect,Cash Withdrawal,0
TXN100683,2025-02-14 19:28:24,Nida Ali,MCB-99265547,Khan Hassan,Faysal Bank-45364487,69583.43,Easypaisa,Cash Withdrawal,0
TXN100684,2025-07-11 20:55:28,Ahmed Noman,Bank Alfalah-15558366,Ali Hina,UBL-12149662,16653.09,Easypaisa,Loan Repayment,0
TXN100685,2025-07-19 04:45:41,Nida Yasir,Bank Alfalah-21864180,Noman Ahmed,Askari Bank-64071053,11719.96,HBL Konnect,Loan Repayment,0
TXN100686,2025-04-24 15:28:52,Ali Hina,UBL-80614965,Fatima Usman,MCB-45220047,3664.26,Easypaisa,Cash Withdrawal,0
TXN100687,2025-02-04 23:17:50,Ali Nida,UBL-48950719,Hassan Hina,Bank Alfalah-95768095,61898.02,Bank Transfer,Bill Payment,0
TXN100688,2025-04-30 18:47:41,Zara Imran,Bank Alfalah-41916363,Bilal Ali,Askari Bank-38935470,84361.99,Easypaisa,Cash Withdrawal,0
TXN100689,2025-04-29 13:31:00,Khan Nida,MCB-43583915,Shahid Ali,Faysal Bank-88213352,88986.27,UBL Omni,Cash Withdrawal,0
TXN100690,2025-01-27 08:42:49,Zain Saad,Bank Alfalah-65369263,Usman Nida,MCB-29198254,20569.78,Bank Transfer,Money Transfer,0
TXN100691,2025-03-17 01:52:48,Fatima Khan,Bank Alfalah-69630727,Zain Usman,UBL-72861223,93457.07,JazzCash,Cash Withdrawal,0
TXN100692,2025-04-13 23:26:53,Khan Zara,HBL-23051421,Usman Khan,Sindh Bank-91453703,25835.98,HBL Konnect,Cash Withdrawal,0
TXN100693,2025-04-18 13:36:02,Zain Zain,HBL-78193271,Nida Zain,Meezan Bank-96490565,75931.61,HBL Konnect,Deposit,0
TXN100694,2025-02-18 10:06:51,Hassan Yasir,Meezan Bank-23354074,Mehdi Ayesha,Askari Bank-99919412,79668.32,UBL Omni,Deposit,0
TXN100695,2025-03-15 11:28:15,Tariq Ali,MCB-46864023,Saad Ayesha,Bank Alfalah-70641046,36666.34,UBL Omni,Cash Withdrawal,0
TXN100696,2025-02-13 03:30:58,Hina Noman,Sindh Bank-70675170,Hina Amna,Bank Alfalah-41179592,3848.19,HBL Konnect,Money Transfer,0
TXN100697,2025-06-21 19:59:58,Ali Ahmed,UBL-91616017,Bilal Fatima,MCB-97978702,10443.42,UBL Omni,Bill Payment,0
TXN100698,2025-03-13 03:47:53,Imran Fatima,Sindh Bank-33414309,Ahmed Hina,Faysal Bank-53221131,12563.32,HBL Konnect,Cash Withdrawal,0
TXN100699,2025-02-14 02:22:39,Ahmed Zain,Meezan Bank-27842924,Tariq Fatima,HBL-55668777,86555.27,UBL Omni,Bill Payment,0
TXN100700,2025-07-23 20:12:25,Saad Zain,Sindh Bank-87666711,Ayesha Bilal,Askari Bank-25407114,13686.45,UBL Omni,Loan Repayment,0
TXN100701,2025-04-28 05:25:20,Ali Hassan,HBL-99498002,Saad Usman,Meezan Bank-44546799,49125.93,JazzCash,Bill Payment,0
TXN100702,2025-02-20 01:17:50,Ahmed Hina,Faysal Bank-39404783,Shahid Saad,Sindh Bank-61889864,79055.4,Bank Transfer,Money Transfer,0
TXN100703,2025-05-07 06:49:40,Fatima Hina,Bank Alfalah-90254752,Ayesha Mehdi,HBL-14033344,40210.84,HBL Konnect,Loan Repayment,0
TXN100704,2025-02-28 09:05:44,Usman Saad,MCB-24645863,Usman Tariq,MCB-98631277,24785.54,UBL Omni,Deposit,0
TXN100705,2025-05-14 23:55:19,Nida Imran,Faysal Bank-57097294,Zain Noman,Sindh Bank-60577615,13823.81,Easypaisa,Bill Payment,0
TXN100706,2025-03-16 08:06:27,Shahid Ahmed,Faysal Bank-59787586,Zain Hassan,Faysal Bank-35042688,28304.87,JazzCash,Loan Repayment,0
TXN100707,2025-02-19 19:33:12,Tariq Shahid,Askari Bank-29389790,Fatima Nida,HBL-26763381,21718.68,JazzCash,Money Transfer,0
TXN100708,2025-06-27 06:56:17,Hina Hassan,Askari Bank-39563259,Ayesha Bilal,Bank Alfalah-90712876,20044.92,Easypaisa,Loan Repayment,0
TXN100709,2025-03-24 04:27:51,Noman Tariq,Askari Bank-74990843,Usman Saad,Faysal Bank-44341802,65695.93,HBL Konnect,Deposit,0
TXN100710,2025-03-09 13:14:41,Usman Zara,Askari Bank-92102268,Ayesha Hina,MCB-40441216,25166.29,HBL Konnect,Deposit,0
TXN100711,2025-06-27 20:54:00,Amna Tariq,Meezan Bank-80463445,Zara Hassan,Meezan Bank-14399238,39423.94,Easypaisa,Loan Repayment,0
TXN100712,2025-06-23 22:15:49,Shahid Ali,Askari Bank-26753155,Hassan Ali,Faysal Bank-15740904,24491.7,Bank Transfer,Cash Withdrawal,0
TXN100713,2025-04-22 06:48:00,Bilal Imran,MCB-44442226,Zain Saad,Faysal Bank-30433948,90905.46,UBL Omni,Cash Withdrawal,0
TXN100714,2025-07-01 20:42:26,Bilal Tariq,Sindh Bank-43817518,Zain Shahid,Faysal Bank-63708006,26775.55,JazzCash,Money Transfer,0
TXN100715,2025-04-30 17:49:46,Ahmed Hassan,Askari Bank-59961590,Saad Shahid,Askari Bank-48077744,93049.59,Easypaisa,Bill Payment,0
TXN100716,2025-06-21 21:52:48,Shahid Khan,Bank Alfalah-89909710,Fatima Amna,MCB-58093757,48190.24,HBL Konnect,Loan Repayment,0
TXN100717,2025-02-28 05:30:32,Mehdi Fatima,MCB-60149983,Fatima Usman,UBL-73113698,2049.87,Bank Transfer,Deposit,0
TXN100718,2025-06-08 13:10:24,Hassan Nida,Sindh Bank-23331525,Amna Amna,Sindh Bank-62910773,13409.51,HBL Konnect,Money Transfer,0
TXN100719,2025-05-12 01:54:50,Saad Amna,MCB-36097668,Saad Zain,UBL-40126797,57505.96,Bank Transfer,Loan Repayment,0
TXN100720,2025-02-18 02:27:20,Khan Ayesha,Sindh Bank-64258131,Noman Ali,HBL-58582514,52764.37,UBL Omni,Deposit,0
TXN100721,2025-03-17 20:24:11,Bilal Usman,HBL-25207698,Shahid Ali,Sindh Bank-95117885,5438.1,Easypaisa,Bill Payment,0
TXN100722,2025-03-09 16:41:24,Mehdi Ahmed,Askari Bank-24881596,Zara Noman,MCB-44122274,36253.7,HBL Konnect,Deposit,0
TXN100723,2025-04-01 13:22:30,Bilal Imran,HBL-70386790,Amna Fatima,MCB-79743494,37458.89,Bank Transfer,Money Transfer,0
TXN100724,2025-06-19 18:02:19,Khan Mehdi,Meezan Bank-88920095,Usman Mehdi,Askari Bank-42016816,7215.38,Bank Transfer,Bill Payment,0
TXN100725,2025-02-06 08:43:57,Khan Hina,HBL-89805174,Amna Hassan,Bank Alfalah-21742262,48468.17,HBL Konnect,Cash Withdrawal,0
TXN100726,2025-03-23 21:45:34,Ayesha Bilal,UBL-14260113,Imran Ali,Meezan Bank-97105333,96867.43,JazzCash,Money Transfer,0
TXN100727,2025-07-21 04:16:28,Amna Usman,MCB-57872660,Ahmed Imran,MCB-14059307,47550.23,Easypaisa,Money Transfer,0
TXN100728,2025-03-15 11:37:18,Amna Imran,Sindh Bank-53735223,Yasir Zara,Askari Bank-92969320,1829.51,Bank Transfer,Money Transfer,0
TXN100729,2025-02-15 08:59:37,Bilal Nida,UBL-91009912,Tariq Imran,UBL-74721121,37689.67,Easypaisa,Money Transfer,0
TXN100730,2025-03-08 01:17:39,Shahid Yasir,UBL-96107659,Zain Zara,Faysal Bank-82353737,93439.42,Easypaisa,Money Transfer,0
TXN100731,2025-07-24 21:04:24,Zara Yasir,HBL-75413660,Ali Imran,Meezan Bank-94477239,63726.75,Bank Transfer,Cash Withdrawal,0
TXN100732,2025-06-17 16:08:08,Amna Nida,Askari Bank-71993999,Ayesha Zara,Askari Bank-66881865,88906.16,JazzCash,Money Transfer,0
TXN100733,2025-06-05 12:13:08,Imran Bilal,HBL-79496323,Khan Hina,Faysal Bank-88739349,77803.77,Easypaisa,Loan Repayment,0
TXN100734,2025-04-02 18:59:22,Nida Ahmed,UBL-38621904,Tariq Fatima,Sindh Bank-56095906,41965.21,HBL Konnect,Loan Repayment,0
TXN100735,2025-05-13 11:48:44,Ali Imran,Faysal Bank-14714541,Amna Amna,UBL-73871653,92883.6,Easypaisa,Loan Repayment,0
TXN100736,2025-06-19 00:32:28,Zara Nida,Askari Bank-75923766,Nida Shahid,Sindh Bank-82455536,85695.8,UBL Omni,Cash Withdrawal,0
TXN100737,2025-05-24 11:15:54,Imran Ahmed,Meezan Bank-46429967,Fatima Tariq,Meezan Bank-33164536,67248.38,Easypaisa,Money Transfer,0
TXN100738,2025-04-18 17:41:07,Tariq Imran,Bank Alfalah-80787850,Zain Nida,Faysal Bank-61787801,87023.95,JazzCash,Cash Withdrawal,0
TXN100739,2025-05-23 03:12:40,Zain Amna,Meezan Bank-85948765,Hassan Ayesha,Meezan Bank-27780295,35139.35,UBL Omni,Loan Repayment,0
TXN100740,2025-07-04 19:32:47,Shahid Nida,Sindh Bank-92469074,Amna Fatima,MCB-79793224,90567.7,HBL Konnect,Bill Payment,0
TXN100741,2025-03-18 04:55:02,Zain Usman,MCB-23702199,Amna Ali,MCB-17361805,59743.58,JazzCash,Cash Withdrawal,0
TXN100742,2025-04-14 00:09:29,Khan Hina,Faysal Bank-59829383,Noman Tariq,Sindh Bank-10573431,51057.32,HBL Konnect,Money Transfer,0
TXN100743,2025-04-08 02:07:00,Fatima Hina,Bank Alfalah-88057126,Ayesha Zara,MCB-87895336,39127.79,HBL Konnect,Cash Withdrawal,0
TXN100744,2025-06-20 11:23:55,Ahmed Amna,MCB-34566696,Hina Saad,Faysal Bank-34917440,33328.33,JazzCash,Deposit,0
TXN100745,2025-02-05 09:23:55,Ali Usman,Askari Bank-93007606,Amna Ahmed,Askari Bank-83050638,92673.28,Bank Transfer,Loan Repayment,0
TXN100746,2025-05-15 18:16:54,Ali Bilal,Faysal Bank-79373530,Usman Ahmed,Faysal Bank-44940028,66599.46,Bank Transfer,Deposit,0
TXN100747,2025-03-24 07:04:16,Saad Khan,Faysal Bank-21763364,Bilal Khan,Bank Alfalah-12269573,44468.02,UBL Omni,Bill Payment,0
TXN100748,2025-03-30 00:49:03,Saad Usman,Faysal Bank-44957655,Shahid Tariq,Askari Bank-11088039,58260.49,UBL Omni,Deposit,0
TXN100749,2025-06-09 18:15:02,Ali Khan,UBL-68206529,Noman Amna,Askari Bank-74591502,14086.47,Easypaisa,Deposit,0
TXN100750,2025-04-12 06:49:17,Zain Hassan,Askari Bank-75911910,Imran Amna,Bank Alfalah-14886898,1502.16,Bank Transfer,Cash Withdrawal,0
TXN100751,2025-05-14 22:53:32,Noman Saad,UBL-41373459,Ali Usman,MCB-65593236,78716.54,Easypaisa,Loan Repayment,0
TXN100752,2025-05-13 06:15:23,Mehdi Ahmed,Sindh Bank-64814560,Zain Imran,MCB-80939825,83445.27,HBL Konnect,Loan Repayment,0
TXN100753,2025-05-17 14:51:49,Imran Ali,Askari Bank-94158206,Mehdi Zara,MCB-61886316,56829.29,Easypaisa,Cash Withdrawal,0
TXN100754,2025-02-06 22:53:02,Khan Noman,HBL-43793158,Amna Shahid,Askari Bank-39006543,25283.81,Easypaisa,Bill Payment,0
TXN100755,2025-05-01 08:36:35,Zain Shahid,Faysal Bank-94092502,Tariq Amna,UBL-50898907,28981.3,Easypaisa,Cash Withdrawal,0
TXN100756,2025-05-24 06:17:12,Imran Saad,UBL-64084315,Ali Amna,Meezan Bank-98652483,1038.91,HBL Konnect,Bill Payment,0
TXN100757,2025-05-22 10:21:53,Mehdi Zara,Askari Bank-71595622,Bilal Zain,Faysal Bank-42785561,44516.75,HBL Konnect,Loan Repayment,0
TXN100758,2025-04-05 10:16:38,Imran Hina,MCB-85131832,Usman Bilal,Bank Alfalah-96068725,37488.04,HBL Konnect,Deposit,0
TXN100759,2025-04-13 23:27:04,Zara Bilal,Bank Alfalah-40761650,Mehdi Hassan,Faysal Bank-14000365,77003.91,JazzCash,Money Transfer,0
TXN100760,2025-02-13 08:32:26,Saad Fatima,UBL-34008190,Ahmed Imran,Faysal Bank-65377626,67437.24,Easypaisa,Deposit,1
TXN100761,2025-02-27 08:15:41,Usman Yasir,Askari Bank-12921600,Yasir Mehdi,Bank Alfalah-81805919,85915.72,Easypaisa,Bill Payment,0
TXN100762,2025-02-01 16:38:32,Noman Shahid,Meezan Bank-51323587,Usman Nida,HBL-28533642,16409.78,JazzCash,Bill Payment,0
TXN100763,2025-05-03 23:35:38,Bilal Shahid,MCB-14128186,Fatima Imran,UBL-27658983,46993.9,Easypaisa,Deposit,0
TXN100764,2025-06-09 03:47:06,Usman Ahmed,Faysal Bank-93139106,Bilal Imran,Bank Alfalah-23135544,96373.87,HBL Konnect,Cash Withdrawal,0
TXN100765,2025-02-22 07:44:58,Ali Amna,Sindh Bank-12513569,Bilal Ayesha,Faysal Bank-21727411,59930.69,JazzCash,Cash Withdrawal,0
TXN100766,2025-06-14 05:01:58,Bilal Khan,Meezan Bank-74108860,Hassan Shahid,Sindh Bank-86324637,66078.36,JazzCash,Bill Payment,0
TXN100767,2025-02-22 21:19:33,Noman Saad,UBL-59450203,Saad Mehdi,Faysal Bank-46283741,29186.85,Bank Transfer,Loan Repayment,0
TXN100768,2025-05-02 05:54:00,Zain Usman,HBL-61279153,Zain Tariq,MCB-78907267,60883.53,JazzCash,Loan Repayment,0
TXN100769,2025-05-02 06:22:34,Hassan Hina,HBL-42283620,Bilal Ali,Meezan Bank-31007052,12185.36,UBL Omni,Deposit,0
TXN100770,2025-06-05 09:05:50,Ahmed Hina,Sindh Bank-10565884,Zain Hina,HBL-14220936,64674.85,UBL Omni,Bill Payment,0
TXN100771,2025-02-02 18:20:42,Ahmed Shahid,UBL-43925317,Hassan Bilal,Sindh Bank-15684325,72916.28,Bank Transfer,Deposit,0
TXN100772,2025-03-04 05:27:37,Zain Fatima,Sindh Bank-25804550,Zara Hassan,Faysal Bank-40990107,81738.37,Bank Transfer,Loan Repayment,0
TXN100773,2025-03-27 19:02:03,Saad Tariq,Faysal Bank-25062633,Ali Hassan,Askari Bank-30496611,8960.08,Easypaisa,Money Transfer,0
TXN100774,2025-07-09 22:14:38,Usman Ahmed,HBL-92055563,Shahid Yasir,HBL-48372900,92984.32,UBL Omni,Cash Withdrawal,0
TXN100775,2025-03-05 20:11:17,Mehdi Khan,Faysal Bank-37347122,Nida Fatima,Bank Alfalah-81066018,61168.5,UBL Omni,Loan Repayment,0
TXN100776,2025-05-22 03:29:03,Khan Khan,MCB-22613528,Noman Saad,UBL-36472884,74519.08,Bank Transfer,Bill Payment,0
TXN100777,2025-03-21 22:41:36,Mehdi Nida,Bank Alfalah-27418708,Shahid Zara,MCB-80478515,40730.63,HBL Konnect,Money Transfer,0
TXN100778,2025-03-02 21:20:08,Hassan Hassan,Meezan Bank-48562214,Tariq Hassan,Faysal Bank-85799092,30723.52,Bank Transfer,Loan Repayment,0
TXN100779,2025-03-02 23:23:24,Zara Zara,Faysal Bank-40090849,Shahid Hina,Sindh Bank-86394284,21477.8,UBL Omni,Money Transfer,0
TXN100780,2025-04-30 22:54:49,Saad Hassan,Bank Alfalah-68841054,Zain Tariq,Bank Alfalah-77574742,95378.23,UBL Omni,Bill Payment,1
TXN100781,2025-03-30 14:50:08,Amna Usman,Meezan Bank-68274467,Ayesha Mehdi,Askari Bank-84221857,12379.83,UBL Omni,Cash Withdrawal,0
TXN100782,2025-04-14 14:24:32,Khan Ayesha,Askari Bank-68281899,Ali Noman,Sindh Bank-75409576,99810.72,Bank Transfer,Bill Payment,0
TXN100783,2025-07-12 17:38:47,Mehdi Saad,Bank Alfalah-75847258,Hina Nida,Faysal Bank-30112810,90663.91,Easypaisa,Cash Withdrawal,0
